Code,1.1,1.1.1,1.1.1.1,1.1.1.2,1.1.1.2.1,1.1.1.2.2,1.1.1.2.3,1.1.1.3,1.1.1.4,1.1.1.4.1,1.1.1.4.2,1.1.1.4.3,1.1.1.5,1.1.1.5.1,1.1.1.5.2,1.1.1.6,1.1.1.6.1,1.1.1.6.2,1.1.1.7,1.1.1.8,1.1.2,1.1.2.1,1.1.2.1.1,1.1.2.1.2,1.1.2.1.3,1.1.2.1.4,1.1.2.1.5,1.1.2.1.6,1.1.2.2,1.1.2.2.1,1.1.2.2.1.1,1.1.2.2.1.1.1,1.1.2.2.1.1.2,1.1.2.2.1.1.3,1.1.2.2.1.1.3.1,1.1.2.2.1.1.3.2,1.1.2.2.1.1.3.3,1.1.2.2.1.1.3.4,1.1.2.2.1.2,1.1.2.2.2,1.1.2.2.3,1.1.2.2.4,1.1.2.2.5,1.1.2.2.6,1.1.2.2.7,1.1.2.3,1.1.2.4,1.1.2.5,1.1.2.6,1.1.2.7,1.1.2.8,1.2,1.2.1,1.2.1.1,1.2.1.2,1.2.1.3,1.2.1.4,1.2.1.5,1.2.1.6,1.2.1.7,1.2.2,1.2.2.1,1.2.2.2,1.2.2.3,1.2.2.4,2.1,2.1.1,2.1.1.1,2.1.1.2,2.1.1.3,2.1.1.4,2.1.1.5,2.1.1.6,2.1.1.7,2.1.2,2.1.2.1,2.1.2.2,2.1.2.3,2.1.2.4,2.1.2.5,2.1.2.6,2.2,2.2.1,2.2.1.1,2.2.1.2,2.2.1.3,2.2.1.4,2.2.1.5,2.2.1.6,2.2.1.7,2.2.2,2.2.2.1,2.2.2.2,2.2.2.3,2.2.2.4,2.2.2.5,2.2.2.6,2.2.3,2.2.3.1,2.2.3.2,2.2.3.3,2.2.3.4,3.1,3.1.1,3.1.2,3.1.3,3.1.4,3.1.5,3.1.6,3.2,3.2.1,3.2.2,3.2.2.1,3.2.2.2,3.2.2.3,3.2.2.4,3.2.3,3.2.4,3.2.5,3.3,3.3.1,3.3.2,3.3.3,3.3.4,3.3.5,3.3.5.1,3.3.5.2,3.3.5.3,3.3.5.4,3.3.6,3.3.6.1,3.3.6.2,3.3.6.3,3.3.6.4,3.3.6.5,3.3.6.6
000200_000018_RU_NLR_bibl_526966,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,7,0,10,0,10,0,0,0,0,0,0,0,0,0,9,0,10,8,8,0,8,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,9,10,9,6,6,7,0,9,0,0,0,0,7,10,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,0
000199_000009_003484668,0,0,0,4,0,0,4,0,10,7,7,7,6,6,0,5,5,0,0,0,0,10,10,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,10,4,0,10,5,10,0,0,0,0,0,0,0,0,0,0,0,9,9,8,5,7,0,0,0,0,10,6,0,0,0,0,6,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,6,8,8,9,0,9,8,0,0,5,8,10,0,0,0,8,9,0,0,0,9,0,0,0,0,0,0,0,0,9,0
000199_000009_005560105,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,10,10,7,0,0,0,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,6,0,7,0,0,10,0,0,0,0,8,0,10,0,0,7,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0
000199_000009_003455752,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,8,8,9,0,0,0,0,0,8,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,8,8,10,0,0,9,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
000199_000009_005051510,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,0,9,10,9,7,7,0,0,10,8,8,0,6,0,0,3,5,5,0,3,0,0,0,0,5,9,0,7,0,0,6,7,9,0,0,10,5,7,6,7,8,0,10,0,6,8,9,9,10,8,5,0,7,6,0,7,0,6,9,0,0,0,0,0,0,0,7,0
000199_000009_003447875,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,8,0,0,8,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,10,0,0,0,7,0,8,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0
000200_000018_RU_NLR_bibl_1282271,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,9,7,8,8,0,0,8,0,0,7,7,6,0,8,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,9,9,6,5,7,8,0,8,0,0,0,0,5,10,7,0,0,6,5,0,4,0,8,7,6,0,0,0,0,0,0,9,0
000200_000018_RU_NLR_bibl_529608,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,10,0,8,0,7,0,0,0,0,3,0,0,0,0,7,0,9,7,8,6,10,0,3,5,7,8,4,6,0,0,0,4,7,5,0,3,0,0,3,0,0,0,0,0,0,4,5,7,3,0,10,5,6,7,7,4,0,10,0,4,5,4,9,8,0,2,0,10,4,3,5,0,7,4,0,0,0,3,0,0,0,7,0
000199_000009_002971756,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,7,8,10,0,7,6,0,0,0,7,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,6,9,7,0,0,9,6,7,7,0,6,7,6,0,0,0,0,0,0,7,0
000200_000018_RU_NLR_bibl_1286676,0,0,0,5,0,5,5,0,10,0,9,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,10,0,10,0,0,0,0,0,0,0,0,0,8,7,10,8,6,7,7,0,0,6,9,8,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,5,0,9,9,8,10,7,8,0,9,8,0,0,7,9,10,7,0,0,0,0,0,7,0,9,8,7,0,0,0,0,0,0,9,0
